compound_id,success,message
DEC_1425,True,OK
DEC_2558,True,OK
DEC_0815,True,OK
DEC_1394,True,OK
DEC_1350,True,OK
DEC_1688,True,OK
DEC_1833,True,OK
DEC_4428,True,OK
DEC_2878,True,OK
DEC_4225,True,OK
DEC_2816,True,OK
DEC_4594,True,OK
DEC_0674,True,OK
DEC_1494,True,OK
DEC_1451,True,OK
DEC_0044,True,OK
DEC_2675,True,OK
DEC_3341,True,OK
DEC_0694,True,OK
DEC_0932,True,OK
DEC_0164,True,OK
DEC_1995,True,OK
DEC_1098,True,OK
DEC_2056,True,OK
DEC_3107,True,OK
DEC_2797,True,OK
DEC_4673,True,OK
DEC_3135,True,OK
DEC_2780,True,OK
DEC_3718,True,OK
DEC_1250,True,OK
DEC_3089,True,OK
DEC_1953,False,Timeout
DEC_0913,True,OK
DEC_0221,True,OK
ACT_045,True,OK
DEC_3702,True,OK
DEC_1997,True,OK
DEC_1488,True,OK
DEC_1099,True,OK
DEC_1614,True,OK
DEC_2122,True,OK
DEC_4497,True,OK
DEC_3409,True,OK
DEC_3368,True,OK
DEC_4528,True,OK
DEC_3933,True,OK
DEC_1670,True,OK
DEC_1497,True,OK
DEC_4076,True,OK
DEC_0047,True,OK
DEC_2969,True,OK
DEC_4649,True,OK
DEC_0331,True,OK
DEC_0754,True,OK
DEC_2141,True,OK
DEC_2982,True,OK
DEC_1643,True,OK
DEC_3984,True,OK
DEC_1440,True,OK
DEC_2514,True,OK
DEC_2750,True,OK
DEC_1753,True,OK
DEC_4394,True,OK
DEC_0005,True,OK
DEC_4655,True,OK
DEC_3403,True,OK
DEC_1586,True,OK
DEC_2248,True,OK
DEC_2416,True,OK
DEC_1175,True,OK
DEC_1194,True,OK
DEC_2977,True,OK
DEC_2165,True,OK
DEC_0122,True,OK
DEC_1679,True,OK
DEC_3733,True,OK
DEC_4203,True,OK
DEC_0902,True,OK
DEC_2621,True,OK
DEC_3019,True,OK
DEC_2970,True,OK
DEC_0659,True,OK
DEC_2894,True,OK
DEC_2791,True,OK
DEC_2524,True,OK
DEC_0658,True,OK
DEC_3297,True,OK
DEC_4317,True,OK
DEC_0472,True,OK
DEC_1062,True,OK
DEC_0206,True,OK
DEC_4069,True,OK
DEC_0794,True,OK
DEC_1504,True,OK
DEC_2739,True,OK
DEC_2983,True,OK
DEC_0975,True,OK
DEC_4165,True,OK
DEC_4111,True,OK
DEC_1334,True,OK
DEC_1916,True,OK
DEC_1994,True,OK
DEC_0195,True,OK
DEC_1736,True,OK
DEC_0755,True,OK
DEC_4375,True,OK
DEC_0725,True,OK
DEC_3537,True,OK
DEC_3715,True,OK
DEC_0930,True,OK
DEC_0289,True,OK
DEC_0068,True,OK
DEC_1237,True,OK
DEC_1845,True,OK
DEC_4309,True,OK
DEC_2697,True,OK
DEC_4421,True,OK
DEC_0970,True,OK
DEC_3600,True,OK
DEC_1367,True,OK
DEC_0776,True,OK
DEC_3385,True,OK
DEC_0758,True,OK
DEC_2822,True,OK
DEC_2388,True,OK
DEC_0909,True,OK
DEC_2576,True,OK
DEC_2872,True,OK
DEC_4265,True,OK
DEC_3967,True,OK
DEC_0617,True,OK
DEC_2222,True,OK
DEC_4493,True,OK
DEC_3223,True,OK
DEC_3408,True,OK
DEC_1565,True,OK
DEC_4672,True,OK
DEC_1677,True,OK
DEC_2340,True,OK
DEC_0980,True,OK
DEC_3105,True,OK
DEC_0184,True,OK
DEC_0197,True,OK
DEC_3981,True,OK
DEC_1259,True,OK
DEC_3732,True,OK
DEC_4530,True,OK
DEC_0222,True,OK
DEC_3093,True,OK
DEC_0238,True,OK
DEC_4172,True,OK
DEC_2359,True,OK
DEC_1290,True,OK
DEC_2269,True,OK
DEC_1268,True,OK
DEC_4108,True,OK
DEC_4667,True,OK
DEC_2852,True,OK
DEC_3987,True,OK
DEC_2824,True,OK
DEC_0194,True,OK
DEC_0332,True,OK
DEC_1306,True,OK
DEC_4555,True,OK
DEC_4369,True,OK
DEC_2596,True,OK
DEC_2539,True,OK
DEC_1213,True,OK
DEC_1501,True,OK
DEC_2363,True,OK
DEC_0446,True,OK
DEC_4452,True,OK
ACT_008,True,OK
DEC_0328,True,OK
DEC_4619,True,OK
DEC_2114,True,OK
DEC_1276,True,OK
DEC_4155,True,OK
DEC_0097,True,OK
DEC_4019,True,OK
DEC_2140,True,OK
DEC_3201,True,OK
DEC_0878,True,OK
DEC_3918,True,OK
DEC_2703,True,OK
DEC_4641,True,OK
DEC_3956,True,OK
DEC_1144,True,OK
DEC_4358,True,OK
DEC_0918,True,OK
DEC_0627,True,OK
DEC_2641,True,OK
DEC_4028,True,OK
DEC_4007,True,OK
DEC_0302,True,OK
DEC_2636,True,OK
DEC_0452,True,OK
DEC_2519,True,OK
DEC_3112,True,OK
ACT_042,True,OK
DEC_3351,True,OK
DEC_2322,True,OK
ACT_074,True,OK
DEC_4163,True,OK
DEC_4119,True,OK
DEC_1889,True,OK
DEC_3132,True,OK
DEC_0483,True,OK
DEC_1952,True,OK
DEC_2424,True,OK
DEC_1589,True,OK
DEC_2175,True,OK
DEC_4274,True,OK
DEC_2598,True,OK
DEC_0990,True,OK
ACT_062,True,OK
DEC_0157,True,OK
DEC_1223,True,OK
DEC_4441,True,OK
ACT_037,True,OK
DEC_4398,True,OK
DEC_0198,True,OK
DEC_3117,True,OK
DEC_1295,True,OK
DEC_3786,True,OK
DEC_3419,True,OK
DEC_3280,True,OK
DEC_2946,True,OK
DEC_0350,True,OK
DEC_1888,True,OK
DEC_0496,True,OK
DEC_1516,True,OK
DEC_3995,True,OK
DEC_3541,True,OK
DEC_4222,True,OK
DEC_1139,True,OK
DEC_1674,True,OK
DEC_0277,True,OK
DEC_1009,True,OK
DEC_3405,True,OK
DEC_3686,True,OK
DEC_3494,True,OK
DEC_3111,True,OK
DEC_0856,True,OK
DEC_3330,True,OK
ACT_066,True,OK
DEC_2281,True,OK
DEC_3003,True,OK
DEC_3074,True,OK
DEC_3880,True,OK
DEC_1362,True,OK
DEC_0966,True,OK
DEC_2052,True,OK
DEC_3291,True,OK
DEC_1095,True,OK
DEC_1761,True,OK
DEC_1453,True,OK
DEC_4540,True,OK
DEC_1176,True,OK
DEC_2411,True,OK
DEC_0252,True,OK
DEC_4113,True,OK
DEC_3037,True,OK
DEC_0272,True,OK
DEC_1559,True,OK
ACT_098,True,OK
DEC_3876,True,OK
DEC_1230,True,OK
DEC_1035,True,OK
ACT_019,True,OK
DEC_2149,True,OK
DEC_1973,True,OK
DEC_2299,True,OK
DEC_0661,True,OK
DEC_3402,True,OK
DEC_0520,True,OK
DEC_2440,True,OK
DEC_1799,True,OK
DEC_3020,False,Empty PDBQT
DEC_3959,True,OK
ACT_072,True,OK
DEC_0863,True,OK
DEC_0809,True,OK
DEC_2247,True,OK
DEC_1798,True,OK
DEC_4701,True,OK
DEC_4256,True,OK
DEC_2134,True,OK
DEC_2071,True,OK
DEC_0503,True,OK
DEC_2954,True,OK
ACT_097,True,OK
DEC_4237,True,OK
DEC_4689,True,OK
DEC_0550,True,OK
DEC_4193,True,OK
DEC_1619,True,OK
DEC_0971,True,OK
DEC_0747,True,OK
DEC_0502,True,OK
DEC_1039,True,OK
DEC_2635,True,OK
DEC_2729,True,OK
DEC_3656,True,OK
DEC_2805,True,OK
DEC_1820,True,OK
DEC_3166,True,OK
DEC_1703,True,OK
DEC_0803,True,OK
DEC_2667,True,OK
DEC_1400,True,OK
DEC_1774,True,OK
DEC_3815,True,OK
DEC_3853,True,OK
DEC_3361,True,OK
DEC_0585,True,OK
ACT_053,True,OK
DEC_1927,True,OK
DEC_3894,True,OK
DEC_3556,True,OK
DEC_0323,True,OK
DEC_0167,True,OK
DEC_2498,True,OK
DEC_0543,True,OK
DEC_4609,True,OK
DEC_3060,True,OK
DEC_1676,True,OK
DEC_3613,True,OK
DEC_4682,True,OK
DEC_3203,True,OK
DEC_3588,True,OK
DEC_2031,True,OK
DEC_2296,True,OK
DEC_0830,True,OK
DEC_0792,True,OK
DEC_0265,True,OK
DEC_2967,True,OK
DEC_0601,True,OK
DEC_0212,True,OK
DEC_1375,True,OK
DEC_3375,True,OK
DEC_2341,True,OK
DEC_1029,True,OK
DEC_3828,True,OK
ACT_089,True,OK
DEC_1160,True,OK
DEC_2712,True,OK
DEC_2574,True,OK
DEC_3924,False,Timeout
DEC_3317,False,Timeout
DEC_1124,True,OK
DEC_3854,True,OK
DEC_3376,True,OK
DEC_1779,True,OK
DEC_1769,True,OK
DEC_4014,True,OK
DEC_4484,True,OK
DEC_1192,True,OK
DEC_4331,True,OK
DEC_1269,True,OK
DEC_2093,True,OK
DEC_3802,True,OK
DEC_1480,True,OK
DEC_2490,True,OK
DEC_1426,True,OK
DEC_2891,True,OK
DEC_1435,True,OK
DEC_0584,True,OK
DEC_2961,True,OK
DEC_2258,True,OK
DEC_4600,True,OK
DEC_4103,True,OK
DEC_3418,True,OK
DEC_4615,True,OK
DEC_1992,True,OK
DEC_0959,True,OK
DEC_1858,True,OK
DEC_2673,True,OK
DEC_1913,True,OK
DEC_3873,True,OK
DEC_0612,True,OK
DEC_1481,True,OK
DEC_2065,True,OK
DEC_4337,True,OK
DEC_0201,True,OK
DEC_0787,True,OK
DEC_2317,True,OK
DEC_3607,True,OK
DEC_0670,True,OK
DEC_4565,True,OK
DEC_0596,True,OK
DEC_0151,True,OK
DEC_0998,True,OK
DEC_2735,True,OK
ACT_016,True,OK
DEC_4050,True,OK
DEC_0928,True,OK
DEC_1438,True,OK
DEC_2659,True,OK
DEC_4356,True,OK
DEC_4443,True,OK
DEC_4044,True,OK
DEC_3083,True,OK
DEC_4506,True,OK
DEC_3004,True,OK
DEC_3161,True,OK
DEC_4745,True,OK
DEC_4431,True,OK
DEC_2943,True,OK
DEC_4102,True,OK
DEC_4091,True,OK
DEC_4440,True,OK
DEC_1148,True,OK
DEC_4750,True,OK
DEC_0419,True,OK
DEC_2906,True,OK
DEC_1870,True,OK
DEC_0063,True,OK
DEC_2433,True,OK
DEC_0761,True,OK
DEC_1932,False,Empty PDBQT
DEC_3492,True,OK
DEC_0834,True,OK
DEC_2404,True,OK
DEC_3084,True,OK
DEC_1576,True,OK
DEC_1543,True,OK
DEC_1537,True,OK
DEC_4202,True,OK
DEC_0459,True,OK
DEC_4360,True,OK
DEC_0354,True,OK
DEC_4362,True,OK
DEC_2734,True,OK
DEC_2691,True,OK
DEC_0942,True,OK
DEC_0404,True,OK
DEC_1296,True,OK
DEC_1549,True,OK
DEC_1908,False,Timeout
DEC_4665,True,OK
DEC_0630,True,OK
DEC_2723,True,OK
DEC_1654,True,OK
DEC_0616,True,OK
DEC_0593,True,OK
DEC_4322,True,OK
DEC_0605,True,OK
DEC_0816,True,OK
ACT_040,True,OK
DEC_3963,True,OK
DEC_3742,True,OK
DEC_0313,True,OK
DEC_0494,True,OK
DEC_2913,True,OK
DEC_1726,True,OK
DEC_0977,True,OK
DEC_2043,True,OK
DEC_3559,True,OK
DEC_1464,True,OK
DEC_1006,True,OK
DEC_0540,True,OK
DEC_3326,True,OK
DEC_2280,True,OK
DEC_0700,True,OK
DEC_3286,True,OK
DEC_0009,True,OK
DEC_3120,True,OK
DEC_4759,True,OK
DEC_3232,True,OK
DEC_1005,True,OK
DEC_2173,True,OK
DEC_2862,True,OK
DEC_1599,True,OK
DEC_1063,True,OK
DEC_2437,True,OK
DEC_0370,True,OK
DEC_0940,True,OK
DEC_3817,True,OK
DEC_2989,True,OK
DEC_4567,True,OK
DEC_3350,True,OK
DEC_1645,True,OK
DEC_2152,True,OK
DEC_2706,True,OK
DEC_1955,True,OK
DEC_1628,True,OK
DEC_0165,True,OK
DEC_3448,True,OK
DEC_3052,True,OK
DEC_0346,True,OK
DEC_4115,True,OK
DEC_3250,True,OK
DEC_0896,False,Timeout
DEC_2812,True,OK
DEC_0098,True,OK
DEC_3678,True,OK
DEC_4259,True,OK
DEC_2918,True,OK
DEC_1951,True,OK
DEC_3228,True,OK
DEC_3859,True,OK
DEC_3875,True,OK
DEC_2869,True,OK
DEC_2686,True,OK
DEC_1871,True,OK
DEC_2617,True,OK
DEC_4129,True,OK
ACT_081,True,OK
DEC_3767,True,OK
DEC_1347,True,OK
DEC_1623,True,OK
DEC_0737,True,OK
DEC_4347,True,OK
DEC_1388,True,OK
DEC_3951,True,OK
DEC_2507,True,OK
DEC_2858,True,OK
DEC_3534,True,OK
DEC_2896,True,OK
DEC_0133,True,OK
DEC_0978,True,OK
DEC_2730,True,OK
DEC_2344,True,OK
DEC_1082,True,OK
DEC_3209,True,OK
DEC_0576,True,OK
DEC_2319,True,OK
DEC_3518,True,OK
DEC_3597,True,OK
DEC_2100,True,OK
DEC_4240,True,OK
DEC_4227,True,OK
DEC_3180,True,OK
DEC_2370,True,OK
DEC_4352,True,OK
DEC_4658,True,OK
DEC_2920,True,OK
DEC_3379,True,OK
DEC_2041,True,OK
DEC_4072,True,OK
DEC_0280,True,OK
DEC_0090,True,OK
DEC_2535,True,OK
DEC_1911,True,OK
DEC_0558,True,OK
DEC_2119,True,OK
DEC_2897,True,OK
DEC_2546,True,OK
DEC_2649,True,OK
DEC_0308,True,OK
DEC_3868,True,OK
DEC_1240,True,OK
DEC_1714,True,OK
DEC_2793,True,OK
DEC_1731,True,OK
DEC_1540,True,OK
DEC_0624,True,OK
DEC_3076,True,OK
DEC_0958,True,OK
DEC_2530,True,OK
DEC_2275,True,OK
DEC_3704,True,OK
DEC_1538,True,OK
DEC_0541,True,OK
DEC_2988,True,OK
DEC_0992,True,OK
DEC_3807,True,OK
DEC_3834,True,OK
DEC_4335,True,OK
DEC_3051,True,OK
DEC_4582,True,OK
DEC_2128,True,OK
DEC_2538,True,OK
DEC_4651,True,OK
DEC_0486,True,OK
DEC_0303,True,OK
DEC_4725,True,OK
ACT_099,False,Empty PDBQT
DEC_0675,True,OK
DEC_2400,True,OK
DEC_0189,True,OK
DEC_0577,True,OK
DEC_3869,True,OK
DEC_0454,True,OK
DEC_3934,True,OK
DEC_0320,True,OK
DEC_2971,True,OK
DEC_4556,True,OK
DEC_2483,True,OK
DEC_2931,True,OK
DEC_3373,True,OK
DEC_3605,True,OK
DEC_3634,True,OK
DEC_0522,False,Timeout
DEC_3182,True,OK
DEC_1348,True,OK
DEC_3358,True,OK
DEC_3627,True,OK
DEC_0395,True,OK
DEC_0710,True,OK
DEC_3826,True,OK
DEC_0247,True,OK
DEC_1961,True,OK
DEC_3610,True,OK
DEC_0912,True,OK
DEC_3344,True,OK
DEC_3075,True,OK
DEC_1608,True,OK
DEC_4606,True,OK
DEC_0633,True,OK
DEC_1045,True,OK
DEC_2143,True,OK
DEC_1133,True,OK
DEC_0770,True,OK
DEC_0699,True,OK
DEC_4669,True,OK
DEC_2365,True,OK
DEC_4196,True,OK
DEC_4194,True,OK
DEC_2912,True,OK
DEC_2942,True,OK
DEC_0567,True,OK
DEC_2427,True,OK
DEC_2915,True,OK
DEC_0727,True,OK
DEC_0285,True,OK
DEC_4106,True,OK
DEC_1320,True,OK
DEC_2205,True,OK
DEC_2393,True,OK
DEC_1354,True,OK
DEC_0071,True,OK
DEC_1038,True,OK
DEC_2391,True,OK
DEC_3314,True,OK
ACT_050,True,OK
DEC_2875,True,OK
DEC_1675,True,OK
DEC_0011,True,OK
DEC_4699,True,OK
DEC_0259,True,OK
ACT_070,True,OK
DEC_1387,True,OK
DEC_3962,True,OK
DEC_1562,True,OK
DEC_1299,True,OK
DEC_3433,True,OK
DEC_3771,True,OK
DEC_4355,True,OK
DEC_1449,True,OK
DEC_1544,True,OK
DEC_4626,True,OK
DEC_3693,True,OK
DEC_1067,False,Empty PDBQT
DEC_0976,True,OK
DEC_1130,True,OK
DEC_1523,True,OK
DEC_2232,True,OK
DEC_0144,True,OK
DEC_4432,True,OK
DEC_1048,True,OK
DEC_1052,True,OK
DEC_0045,True,OK
DEC_0885,True,OK
DEC_3976,True,OK
DEC_3029,True,OK
DEC_2755,True,OK
DEC_2580,True,OK
DEC_2577,True,OK
DEC_3085,True,OK
DEC_1056,False,Timeout
DEC_2600,True,OK
DEC_4184,True,OK
DEC_0775,True,OK
DEC_3846,True,OK
DEC_1022,True,OK
DEC_2007,True,OK
DEC_4257,True,OK
DEC_1270,True,OK
DEC_2763,True,OK
DEC_3798,True,OK
DEC_3459,True,OK
DEC_2441,True,OK
DEC_0606,True,OK
DEC_3237,True,OK
DEC_2666,True,OK
DEC_3000,True,OK
DEC_3565,True,OK
DEC_3390,True,OK
DEC_3723,True,OK
DEC_0129,True,OK
DEC_0266,True,OK
DEC_0706,True,OK
DEC_4253,True,OK
DEC_1101,True,OK
DEC_3446,True,OK
DEC_1760,True,OK
DEC_4465,True,OK
DEC_3748,True,OK
DEC_1754,True,OK
DEC_4279,True,OK
DEC_2208,True,OK
DEC_0801,True,OK
DEC_1380,True,OK
DEC_1489,True,OK
DEC_2396,True,OK
DEC_0040,True,OK
DEC_3380,True,OK
DEC_0210,True,OK
DEC_4126,True,OK
DEC_4162,True,OK
DEC_3581,True,OK
DEC_2285,True,OK
DEC_4142,True,OK
DEC_0739,True,OK
DEC_1490,True,OK
DEC_3573,True,OK
DEC_3319,True,OK
DEC_4065,True,OK
DEC_1577,True,OK
DEC_1551,True,OK
DEC_0773,True,OK
DEC_0622,True,OK
DEC_4114,True,OK
DEC_1627,True,OK
DEC_1023,True,OK
DEC_2916,True,OK
DEC_0232,True,OK
DEC_4376,True,OK
DEC_4696,True,OK
DEC_3163,True,OK
DEC_0249,True,OK
DEC_0034,True,OK
DEC_4742,True,OK
DEC_0107,True,OK
DEC_0869,True,OK
DEC_4158,True,OK
ACT_001,True,OK
DEC_0390,True,OK
DEC_4424,True,OK
ACT_021,True,OK
DEC_0797,True,OK
DEC_1734,True,OK
DEC_3546,True,OK
DEC_4671,True,OK
ACT_093,True,OK
DEC_3682,True,OK
DEC_4706,True,OK
DEC_2756,True,OK
DEC_2947,True,OK
DEC_1050,True,OK
DEC_3283,True,OK
DEC_4764,True,OK
DEC_2415,True,OK
DEC_4686,True,OK
DEC_3566,True,OK
DEC_2887,True,OK
DEC_2495,True,OK
DEC_3242,True,OK
DEC_3133,True,OK
DEC_3961,True,OK
DEC_1471,True,OK
DEC_3512,True,OK
DEC_3888,True,OK
DEC_4094,True,OK
DEC_3985,True,OK
DEC_2108,True,OK
DEC_3560,True,OK
DEC_2030,True,OK
DEC_4643,True,OK
DEC_3045,True,OK
DEC_0081,True,OK
DEC_1200,True,OK
DEC_3181,True,OK
DEC_1003,True,OK
DEC_1683,True,OK
DEC_3377,True,OK
DEC_1310,True,OK
DEC_2973,True,OK
DEC_0490,True,OK
DEC_2479,True,OK
DEC_2744,True,OK
DEC_3040,True,OK
DEC_1024,True,OK
DEC_1668,True,OK
DEC_4087,False,Timeout
DEC_3348,True,OK
DEC_2019,True,OK
DEC_4717,True,OK
DEC_0573,True,OK
DEC_3032,True,OK
DEC_3532,True,OK
DEC_0064,True,OK
DEC_0139,True,OK
DEC_1403,True,OK
DEC_2350,True,OK
DEC_3598,True,OK
DEC_2423,True,OK
DEC_0384,True,OK
DEC_4151,True,OK
DEC_1509,True,OK
DEC_2195,True,OK
DEC_3153,True,OK
DEC_1914,True,OK
DEC_0818,True,OK
DEC_0884,True,OK
DEC_3624,True,OK
DEC_4449,True,OK
DEC_3997,True,OK
DEC_1972,True,OK
DEC_0085,True,OK
DEC_4387,True,OK
DEC_3608,True,OK
DEC_4198,True,OK
DEC_0415,True,OK
DEC_2986,True,OK
DEC_0253,True,OK
DEC_2923,True,OK
DEC_4692,True,OK
DEC_1579,True,OK
DEC_3892,True,OK
DEC_4685,True,OK
DEC_0631,True,OK
DEC_2133,True,OK
DEC_4501,True,OK
DEC_4220,True,OK
DEC_0714,True,OK
DEC_4550,True,OK
DEC_3966,True,OK
DEC_4350,True,OK
DEC_4487,True,OK
DEC_4008,True,OK
DEC_2282,True,OK
DEC_2078,True,OK
DEC_3949,True,OK
DEC_4779,True,OK
DEC_1366,True,OK
DEC_1215,True,OK
DEC_0293,True,OK
DEC_1882,True,OK
DEC_0997,True,OK
DEC_3266,True,OK
DEC_3779,True,OK
DEC_1970,True,OK
DEC_1272,True,OK
DEC_1498,True,OK
DEC_2886,True,OK
DEC_4486,True,OK
DEC_2701,True,OK
DEC_0152,True,OK
DEC_4747,True,OK
DEC_1184,True,OK
DEC_4185,True,OK
ACT_036,True,OK
DEC_4201,True,OK
DEC_3799,False,Empty PDBQT
DEC_0357,True,OK
DEC_4620,True,OK
DEC_1631,True,OK
DEC_1648,True,OK
DEC_0831,True,OK
DEC_3272,True,OK
DEC_0263,True,OK
DEC_1885,True,OK
DEC_1609,True,OK
DEC_0600,True,OK
DEC_0292,True,OK
ACT_031,True,OK
DEC_3018,True,OK
DEC_3426,True,OK
DEC_0642,True,OK
DEC_2981,True,OK
DEC_3281,True,OK
DEC_0488,True,OK
DEC_3616,True,OK
DEC_2660,True,OK
ACT_052,True,OK
DEC_0373,True,OK
DEC_3660,True,OK
ACT_044,True,OK
DEC_3239,True,OK
DEC_3688,True,OK
DEC_1812,True,OK
DEC_2435,True,OK
DEC_4047,True,OK
DEC_0989,True,OK
DEC_4726,True,OK
DEC_2105,True,OK
DEC_4081,True,OK
DEC_1584,True,OK
DEC_2429,True,OK
DEC_2297,True,OK
DEC_0103,True,OK
DEC_2410,True,OK
ACT_023,True,OK
DEC_3154,True,OK
DEC_0962,True,OK
DEC_0840,True,OK
DEC_2631,True,OK
DEC_4480,True,OK
DEC_3328,True,OK
ACT_087,True,OK
DEC_4263,True,OK
DEC_0861,True,OK
DEC_3872,True,OK
DEC_1533,True,OK
DEC_3217,True,OK
DEC_4328,True,OK
DEC_4579,True,OK
DEC_4354,True,OK
DEC_2835,True,OK
DEC_0027,True,OK
DEC_1203,True,OK
DEC_3470,True,OK
DEC_1191,True,OK
DEC_3505,True,OK
DEC_3800,True,OK
DEC_4389,True,OK
DEC_2328,True,OK
DEC_4181,True,OK
DEC_4720,True,OK
DEC_2727,True,OK
DEC_0257,True,OK
DEC_3930,True,OK
DEC_1900,True,OK
DEC_4073,True,OK
DEC_2801,True,OK
DEC_2016,True,OK
DEC_2464,True,OK
DEC_1512,True,OK
DEC_3245,True,OK
DEC_4762,True,OK
DEC_2457,True,OK
ACT_083,True,OK
DEC_1709,True,OK
DEC_1074,True,OK
DEC_2193,True,OK
DEC_2740,True,OK
DEC_4695,True,OK
DEC_3999,True,OK
DEC_1778,True,OK
DEC_4450,True,OK
DEC_0326,True,OK
DEC_1298,True,OK
DEC_1962,True,OK
DEC_2005,True,OK
DEC_4520,True,OK
DEC_3439,True,OK
DEC_1814,True,OK
DEC_3191,True,OK
DEC_4141,True,OK
DEC_4513,True,OK
DEC_3925,True,OK
DEC_1691,True,OK
DEC_0316,True,OK
DEC_4124,True,OK
DEC_0379,True,OK
DEC_4504,True,OK
DEC_3313,True,OK
DEC_0552,True,OK
DEC_3978,True,OK
DEC_3898,True,OK
DEC_3298,True,OK
DEC_0435,True,OK
DEC_3583,True,OK
DEC_2211,True,OK
DEC_1284,True,OK
DEC_4638,True,OK
DEC_4656,True,OK
DEC_2264,True,OK
DEC_0708,True,OK
DEC_0174,True,OK
DEC_2506,True,OK
DEC_3465,True,OK
DEC_4512,True,OK
DEC_2254,True,OK
DEC_3654,True,OK
DEC_0746,True,OK
DEC_0965,True,OK
DEC_1518,True,OK
DEC_2156,True,OK
DEC_3863,True,OK
DEC_2796,True,OK
DEC_1322,True,OK
DEC_0023,True,OK
DEC_1413,True,OK
DEC_0760,True,OK
DEC_0388,True,OK
DEC_3764,True,OK
DEC_1179,True,OK
DEC_0113,True,OK
DEC_0530,True,OK
DEC_1671,True,OK
DEC_1245,True,OK
DEC_1091,True,OK
DEC_1236,True,OK
DEC_3911,False,Timeout
DEC_1010,True,OK
DEC_3516,True,OK
DEC_3292,True,OK
DEC_4774,True,OK
DEC_1708,True,OK
DEC_1566,True,OK
DEC_2640,True,OK
DEC_2930,True,OK
DEC_1713,True,OK
DEC_0911,True,OK
DEC_0655,True,OK
DEC_0851,True,OK
DEC_3346,True,OK
DEC_4174,True,OK
DEC_3339,True,OK
DEC_4077,True,OK
DEC_1308,True,OK
DEC_1235,True,OK
DEC_3338,True,OK
DEC_1057,True,OK
DEC_4425,True,OK
DEC_1305,True,OK
DEC_0537,True,OK
DEC_0479,True,OK
DEC_0853,True,OK
DEC_2707,True,OK
DEC_0722,True,OK
DEC_3969,True,OK
DEC_1526,True,OK
DEC_0358,True,OK
DEC_2892,True,OK
DEC_4675,True,OK
DEC_0929,True,OK
DEC_1107,True,OK
DEC_2382,True,OK
DEC_3738,True,OK
DEC_1881,True,OK
DEC_4751,True,OK
DEC_0753,True,OK
DEC_2066,True,OK
DEC_2231,True,OK
DEC_4552,True,OK
DEC_0759,True,OK
DEC_2480,True,OK
ACT_073,True,OK
DEC_2277,True,OK
DEC_2695,True,OK
DEC_4137,True,OK
DEC_2584,True,OK
DEC_2908,True,OK
